source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Kranot Hishtalmut Le Morim Tichoniim Havera Menahelet LTD Trims Stock Position in Apple Inc. (NASDAQ:AAPL),"Kranot Hishtalmut Le Morim Tichoniim Havera Menahelet LTD cut its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 32.3% in the 4th quarter, Holdings Channel reports. The fund owned 20,832 shares of the iPhone maker’s stock after selling 9,921 sha…",https://www.etfdailynews.com/2025/05/23/kranot-hishtalmut-le-morim-tichoniim-havera-menahelet-ltd-trims-stock-position-in-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2025-05-23T07:10:54Z,"Kranot Hishtalmut Le Morim Tichoniim Havera Menahelet LTD cut its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 32.3% in the 4th quarter, Holdings Channel reports. The fund owned 20,83… [+6549 chars]"
"{'id': None, 'name': 'Global-entertainment-token.org'}",Chihiro Machida,Announcement: Completion of the 4th Round of GET Airdrop | Global Entertainment Token,"Thank you for your continued support of Global Entertainment Token (GET). We are pleased to announce that the GET Airdrop – 4th Round has been successfully completed. We will continue to plan future events that our GET holders can enjoy, so please stay tuned …",https://global-entertainment-token.org/news/airdrop-4-20250523-2/,https://global-entertainment-token.org/wp-content/uploads/2025/04/GET-Airdorp-Campaign-Vol.4.png,2025-05-23T05:47:33Z,"Thank you for your continued support of Global Entertainment Token (GET).We are pleased to announce that the GET Airdrop 4th Round has been successfully completed.
We will continue to plan future ev… [+1806 chars]"
"{'id': None, 'name': 'Technews.tw'}",姚 惠茹,一萬枚比特幣換兩片披薩就是這天！四大因素推動比特幣飆破 11 萬美元,"比特幣（BTC）價格首次飆破 11 萬美元大關，刷新歷史新高，但你知道 5 月 23 日是幣圈的 Pizza Day 嗎？這個悲傷的故事起源自 2010 年，當時一名程式設計師用 1 萬枚比特幣換取兩片披薩，完成全球第一筆比特幣的實物交易，但當年價值 1,300 元的比特幣，如今價值已超過台幣 30...",https://finance.technews.tw/2025/05/23/pizza-day/,https://img.technews.tw/wp-content/uploads/2018/04/03104230/bitcoin-2868703_1280.jpg,2025-05-23T05:35:24Z,"BTC 11 5 23 Pizza Day 2010 1 1,300 300 
 CoinMarketCap 111,861 3% 2.21 Amazon Google AppleMicrosoft NVIDIA
 HOYA BIT 
Moodys
Hashdex Gerry O’Shea 
 12 6 30 CoinCodex 145,646 179,691 
 Investing… [+53 chars]"
"{'id': None, 'name': 'Ambcrypto.com'}",Kelvin Murithi,Cardano price prediction: ADA’s 13% rebound tests $1 breakout zone,Cardano is accumulating bullish momentum towards $1 after a successful rebound from a pennant support level.,https://ambcrypto.com/cardano-price-prediction-adas-13-rebound-tests-1-breakout-zone/,https://ambcrypto.com/wp-content/uploads/2025/05/Kelvin-_12_-1000x600.webp,2025-05-23T04:00:28Z,"<ul><li>Cardano price prediction turns bullish as ADA jumps 13% after a clean retest of the $0.7125 support level.</li><li>Whale wallets began accumulating long positions, anticipating a breakout tow… [+2386 chars]"
"{'id': None, 'name': 'Cointelegraph'}",Nancy Lubale,¿Por qué ha subido hoy el mercado de criptomonedas?,"El mercado de criptomonedas ha subido hoy, reflejando el optimismo de los inversores por un posible repunte continuado y los sólidos datos técnicos de la métrica TOTAL después de que el precio de BTC alcanzara nuevos máximos históricos.
 Puntos clave:
El mer…",https://es.cointelegraph.com/news/why-is-the-crypto-market-up-today-5-22-25,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2024-08/a633230d-3f9a-4749-8bab-017c4b9435a0",2025-05-22T18:30:00Z,"Puntos clave:
<ul><li>El mercado de criptomonedas ha subido un 2,5% el 22 de mayo, con su capitalización superando los 3,48 billones de dólares por primera vez desde febrero.
</li><li>El nuevo máxi… [+5570 chars]"
"{'id': None, 'name': 'ZyCrypto'}",Brian Njuguna,"Cardano’s Charles Hoskinson Says ADA Can Power DeFi Ecosystems for Bitcoin, XRP, Litecoin and Dogecoin","As one of the first blockchains anchored on peer-reviewed academic research, Cardano (ADA) continues to emphasize governance and decentralization.",https://zycrypto.com/cardanos-charles-hoskinson-says-ada-can-power-defi-ecosystems-for-bitcoin-xrp-litecoin-and-dogecoin/,https://zycrypto.com/wp-content/uploads/2024/02/Charles-Hoskinson-Forecasts-Cardanos-Triumph-Over-Ethereum-with-Upcoming-Developments.jpg,2025-05-22T17:39:37Z,"As one of the first blockchains anchored on peer-reviewed academic research, Cardano (ADA) continues to emphasize governance and decentralization.
This explains why Cardano founder Charles Hoskinson… [+1518 chars]"
"{'id': None, 'name': 'Coinjournal.net'}",Diya Poddar,Cardano price surges past $0.80: where is ADA headed?,Cardano has surged more than 65% since its April low of $0.5114. Derivatives open interest hits 2025 high of $917 million. A breakout above $0.85 could send the price to $0.93 in the near term. Cardano’s ADA token is once again in the spotlight after bouncing…,https://coinjournal.net/news/cardano-price-surges-past-0-80-where-is-ada-headed/,https://coinjournal.net/wp-content/uploads/2025/05/image-78.png,2025-05-22T15:23:20Z,<ul><li>Cardano has surged more than 65% since its April low of $0.5114.</li><li>Derivatives open interest hits 2025 high of $917 million.</li><li>A breakout above $0.85 could send the price to $0.93… [+3023 chars]
"{'id': None, 'name': 'Bitcoinist'}",Jake Simmons,"$600 Million Cardano Smear Was ETH-Backed Stunt, Says Hoskinson",The public conflict between Charles Hoskinson and non-fungible-token artist Masato Alexander who alleged that the Cardano founder quietly redirected 318 million ADA—worth roughly $619 million at the time—from legacy presale wallets into Cardano’s reserves dur…,https://bitcoinist.com/600-million-cardano-smear-eth-backed-hoskinson/,https://bitcoinist.com/wp-content/uploads/2025/05/May-22-2025-06_43_57-AM.png,2025-05-22T15:00:00Z,The public conflict between Charles Hoskinson and non-fungible-token artist Masato Alexander who alleged that the Cardano founder quietly redirected 318 million ADAworth roughly $619 million at the t… [+3532 chars]
"{'id': None, 'name': 'Cointelegraph'}",Nancy Lubale,Interés abierto de los futuros de XRP subió 25% mientras un gráfico de precios apunta a USD 14,"La acción del precio de XRP está pintando un patrón clásico de continuación alcista en el gráfico, con un objetivo de ganancias de alrededor de USD 14.
 Conclusiones clave:
El precio de XRP ha ganado un 4% en las últimas 24 horas a USD 2,43, y su interés abi…",https://es.cointelegraph.com/news/xrp-open-futures-open-interest-25-price-chart-bull-flag-14,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-05/0196f7d9-7f9d-7448-aab5-53a85be8f280",2025-05-22T14:40:00Z,"Conclusiones clave:
<ul><li>El precio de XRP ha ganado un 4% en las últimas 24 horas a USD 2,43, y su interés abierto ha aumentado un 25%.
</li><li>La actividad positiva del mercado al contado hace… [+4434 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Flexbet.io,"Flexbet.io Set to Launch in June 2025, Offering a Transparent, Crypto-First Casino Experience","Flexbet.io introduces a fast, secure, and rewards-driven crypto casino, featuring provably fair games, instant payouts, and community-led features.......",https://www.globenewswire.com/news-release/2025/05/22/3086731/0/en/Flexbet-io-Set-to-Launch-in-June-2025-Offering-a-Transparent-Crypto-First-Casino-Experience.html,https://ml.globenewswire.com/Resource/Download/e96d6074-7c24-40e6-b835-28815f0f1df7,2025-05-22T13:12:00Z,"Flexbet.io
 Image
DUBAI, United Arab Emirates, May 22, 2025 (GLOBE NEWSWIRE) -- Flexbet.io, a new crypto-native online casino platform
, is set to officially launch in June 2025. Designed for digi… [+2437 chars]"
"{'id': None, 'name': 'ZyCrypto'}",Olivia Brooke,"XRP, Solana, Cardano, Shiba Inu Mount Price Explosions as Ether Leads $2.5 Trillion Altcoin Season","Altcoin season, a period when alternative cryptocurrencies outperform the leading asset Bitcoin, is expected to kick off anytime soon.",https://zycrypto.com/xrp-solana-cardano-shiba-inu-mount-price-explosions-as-ether-leads-2-5-trillion-altcoin-season/,,2025-05-22T10:26:32Z,Please wait while your request is being verified...
"{'id': None, 'name': 'Elperiodico.com'}",Carles Planas Bou,Diccionario cripto: 18 conceptos clave para no perderse en el mundo de las criptomonedas,"Las criptomonedas están viviendo una segunda juventud. El valor de Bitcoin parece haberse consolidado por encima de los 100.000 dólares y la capitalización actual del floreciente mercado de los activos digitales ya alcanza los 3,32 billones de dólares, según …",https://www.elperiodico.com/es/tecnologia/20250522/diccionario-criptomonedas-bitcoin-trump-ethereum-memecoin-valor-estafa-blockchain-117609969,https://estaticos-cdn.prensaiberica.es/clip/0ae57e4a-6922-4153-aa39-f63cad2dbedb_16-9-discover-aspect-ratio_default_0.jpg,2025-05-22T10:01:08Z,Las criptomonedas están viviendo una segunda juventud. El valor de Bitcoin parece haberse consolidado por encima de los 100.000 dólares y la capitalización actual del floreciente mercado de los activ… [+6720 chars]
"{'id': None, 'name': 'newsBTC'}",Scott Matherson,Shiba Inu’s Shibarium Struggles As New Accounts Crash To Fresh Lows,"Following its launch by the Shiba Inu team back in August 2023, the Shibarium network has been subject to the highs and lows of the market. Despite coming from a team with a large community, the Ethereum Layer 2 network has struggled to stay relevant in the f…",http://www.newsbtc.com/shiba-inu/shiba-inu-shibarium-struggles/,https://www.newsbtc.com/wp-content/uploads/2025/05/SHIB-coin-e1746102151976.jpg?fit=750%2C422,2025-05-22T09:30:39Z,"Scott Matherson is a prominent crypto writer at NewsBTC with a knack for capturing the pulse of the market, covering pivotal shifts, technological advancements, and regulatory changes with precision.… [+3106 chars]"
"{'id': None, 'name': 'Pypi.org'}",martin.kourim@iohk.io,cardano-clusterlib 0.8.0,Python wrapper for cardano-cli for working with cardano cluster,https://pypi.org/project/cardano-clusterlib/0.8.0/,,2025-05-22T09:11:32Z,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]"
"{'id': None, 'name': 'ZyCrypto'}",Olivia Brooke,Cardano Surges 27% in 30 Days While Spot ETF Odds Jump 45% — Is $5 ADA Price Within Reach?,"The market outlook for ADA is becoming increasingly bullish, courtesy of the asset’s continued upward movement in May.",https://zycrypto.com/cardano-surges-27-in-30-days-while-spot-etf-odds-jump-45-is-5-ada-price-within-reach/,https://zycrypto.com/wp-content/uploads/2024/10/ADA-Shows-Strong-Whale-Activity-Amid-Cardano-Becoming-the-Face-of-Argentinas-First-Legitimate-Smart-Contract.jpg,2025-05-22T08:47:34Z,"The market outlook for ADA is becoming increasingly bullish, courtesy of the assets continued upward movement in May. According to a market expert, the second half of the month looks even more promis… [+1614 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Thunderpick Casino,New Sports Betting Websites— Thunderpick Awarded As The Best Sports Betting Website in 2025,"Sports betting experts rated Thunderpick as the Best New Sports Betting Site for 2025, offering crypto betting, live wagering, and coverage of all major sports. Sports betting experts rated Thunderpick as the Best New Sports Betting Site for 2025, offering cr…",https://www.globenewswire.com/news-release/2025/05/22/3086376/0/en/New-Sports-Betting-Websites-Thunderpick-Awarded-As-The-Best-Sports-Betting-Website-in-2025.html,https://ml.globenewswire.com/Resource/Download/30e01e9a-7547-4528-a5cd-a76cbb5bbd69,2025-05-22T08:31:00Z,"MINNEAPOLIS, May 22, 2025 (GLOBE NEWSWIRE) -- If you love sports and the excitement that comes with placing bets, you're probably always on the lookout for the best betting platforms. With so many op… [+18393 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Thunderpick Casino,Best Esports Betting Sites: Thunderpick Picked as Best Esports Betting Site of 2025 (May Update),"Esports experts rated Thunderpick as Best Esports Betting Site for 2025, offering crypto betting, live wagering, and coverage of all major esports titles. Esports experts rated Thunderpick as Best Esports Betting Site for 2025, offering crypto betting, live w…",https://www.globenewswire.com/news-release/2025/05/22/3086375/0/en/Best-Esports-Betting-Sites-Thunderpick-Picked-as-Best-Esports-Betting-Site-of-2025-May-Update.html,https://ml.globenewswire.com/Resource/Download/30e01e9a-7547-4528-a5cd-a76cbb5bbd69,2025-05-22T08:31:00Z,"LOS ANGELES, May 22, 2025 (GLOBE NEWSWIRE) -- Are you a gamer looking to support your team and wondering where to place the bet for maximum reward? Then you should definitely look into Thunderpick, t… [+27296 chars]"
"{'id': None, 'name': 'Bolsamania.com'}",redaccion@bolsamania.com (Álvaro Estévez),El bitcoin consolida los 110.000 dólares y sigue mirando a nuevos máximos históricos,"Las criptomonedas no frenan. El bitcoin (BTC) continúa mirando hacia arriba tras marcar nuevos máximos históricos en los 11.861 dólares esta madrugada. Por su parte, el ethereum (ETH) suma un 2,2% y cotiza por encima de los 2.600 dólares.",https://www.bolsamania.com/noticias/criptodivisas/bitcoin-consolida-110000-dolares-nuevos-maximos-historicos--19773474.html,https://img2.s3wfg.com/web/img/images_uploaded/b/8/bitcoin_dolar.jpg,2025-05-22T08:07:02Z,"Las criptomonedas no frenan. El bitcoin (BTC) continúa mirando hacia arriba tras marcar nuevos máximos históricos en los 11.861 dólares esta madrugada. Por su parte, el ethereum (ETH) suma un 2,2% y … [+3934 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Navdeep Singh,"Bitcoin crosses $111,000 amid ETF inflows, but can the rally hold?","According to Ryan Lee, Chief Analyst at Bitget Research, Bitcoin's recent rally is being driven by strong institutional demand, a post-halving supply shortage, and increasing regulatory clarity. “Spot Bitcoin ETF inflows are steadily rising, and the post-halv…",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-news/bitcoin-crosses-111000-amid-etf-inflows-but-can-the-rally-hold/articleshow/121334879.cms,"https://img.etimg.com/thumb/msid-121334907,width-1200,height-630,imgsize-2159727,overlay-etmarkets/articleshow.jpg",2025-05-22T08:04:55Z,"Bitcoin crossed the $111,000 mark for the first time ever, hitting a fresh all-time high and fueling hopes of a continued bull run. But analysts warn the rally may face hurdles ahead.According to Rya… [+2092 chars]"
"{'id': None, 'name': 'Gadgets360.com'}","Radhika Parashar, Siddharth Suvarna","Bitcoin Surpasses $111,500 to Set New All-Time High; Majority of Altcoins Follow Suit in Market Rally","Bitcoin and Ether, both registered notable gains on Thursday, May 22. The overall crypto market cap rose by 3.56 percent in the last 24 hours. Bitcoin created a new historic all time high, touching $111,593 (roughly Rs. 95.6 lakh) amid supportive developments…",https://www.gadgets360.com/cryptocurrency/news/bitcoin-all-time-high-price-usd-111500-altcoins-ether-dogecoin-solana-cardano-crypto-rally-8478193,https://i.gadgets360cdn.com/large/Bitcoin_unsplash_viktor_forgacs_large_1656053046977.jpg,2025-05-22T08:03:16Z,"Bitcoin surged past the $111,000 (roughly Rs. 95.09 lakh) mark on international exchanges over the past 24 hours. As of Thursday, May 22, it was trading at $111,593 (roughly Rs. 95.6 lakh), reflectin… [+3889 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Jackbit,"Best Crypto Casinos: JACKBIT Rated As Best Bitcoin Casino With No KYC, BTC Welcome Bonuses & Top Security","Gambling Experts Have Reviewed Numerous Platforms, And JACKBIT Is Recognized As One Of The Best Crypto Casinos For Its No KYC Policy, Robust Security, And Generous Bonuses Gambling Experts Have Reviewed Numerous Platforms, And JACKBIT Is Recognized As One Of …",https://www.globenewswire.com/news-release/2025/05/22/3086329/0/en/Best-Crypto-Casinos-JACKBIT-Rated-As-Best-Bitcoin-Casino-With-No-KYC-BTC-Welcome-Bonuses-Top-Security.html,https://ml.globenewswire.com/Resource/Download/41b3030b-0a5e-4b5f-9142-a6fd974ff516,2025-05-22T07:52:00Z,"PHOENIX, May 22, 2025 (GLOBE NEWSWIRE) -- Crypto casinos have reshaped the online gambling landscape, offering players unparalleled privacy, swift transactions, and innovative gaming experiences that… [+20293 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Guild Investment Management Inc. Sells 244 Shares of Apple Inc. (NASDAQ:AAPL),"Guild Investment Management Inc. lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.4% in the 4th quarter, Holdings Channel reports. The fund owned 17,054 shares of the iPhone maker’s stock after selling 244 shares during the quart…",https://www.etfdailynews.com/2025/05/22/guild-investment-management-inc-sells-244-shares-of-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2025-05-22T07:20:52Z,"Guild Investment Management Inc. lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.4% in the 4th quarter, Holdings Channel reports. The fund owned 17,054 shares of the iP… [+6633 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Navdeep Singh,"Bitcoin hits record high above $111,000 as ETF inflows, regulatory clarity fuel rally","Bitcoin hit a record high above $111K, driven by US regulatory clarity, ETF inflows, and institutional buying. Altcoins also rallied. Analysts see further upside, citing macro tailwinds and post-halving dynamics. Trading volumes and retail participation surge…",https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-hits-record-high-above-111000-as-etf-inflows-regulatory-clarity-fuel-rally/articleshow/121332452.cms,"https://img.etimg.com/thumb/msid-121332399,width-1200,height-630,imgsize-124702,overlay-etmarkets/articleshow.jpg",2025-05-22T06:24:10Z,"Bitcoin surged past the $111,000 mark on Thursday, hitting an all-time high of $111,861, before easing slightly to trade at $111,368 as of 11:08 AM IST, up 3.5% on the day.Ethereum also gained 1.8% t… [+2579 chars]"
"{'id': None, 'name': 'Ambcrypto.com'}",Akashnath S,Cardano bulls reclaim control: Is ADA on the path to $0.9?,"On multiple fronts, Cardano has a bullish outlook, and appeared likely to rally to $0.9.",https://ambcrypto.com/cardano-bulls-reclaim-control-is-ada-on-the-path-to-0-9/,https://ambcrypto.com/wp-content/uploads/2025/05/Cardano-Featured-1-1000x600.webp,2025-05-22T04:00:39Z,"<ul><li>Volume and speculative interest would be the key to gauging short-term strength.</li><li>The 1-day chart showed Cardano has potential, especially with Bitcoin poised to rally.</li></ul>Cardan… [+2355 chars]"
"{'id': None, 'name': 'Criptonoticias.com'}",Nicolás Antiporovich,5 claves para entender qué está pasando con bitcoin ahora,"La moneda digital marcó un nuevo máximo histórico ¿Cómo se llegó hasta aquí y qué es lo que vendrá para bitcoin?
Leer más",https://www.criptonoticias.com/mercados/5-claves-que-pasando-bitcoin-ahora/,https://www.criptonoticias.com/wp-content/uploads/2025/05/bitcoin-bajo-lupa.png,2025-05-22T01:00:10Z,"<ul><li>Diversos factores se sumaron para impulsar el precio de bitcoin a nuevas alturas.
</li><li>Se pronostica un inminente ""segundo viento alcista"" para bitcoin.
</li></ul>
Bitcoin (BTC) ha sup… [+8999 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",KSD Miner,"BTC prediction: BTC will break through $110,000 this week and is expected to break through $130,000 by the end of the month. A large number of BTC enthusiasts flock to KSDMiner to easily get the opportunity to mine BTC for free","Cryptocurrency Trader Predicts Bitcoin (BTC) to Hit $116,000 This Week, Expected to Surpass $130,000 by the End of the Month — Is the Market Ready for a Bull Run? Cryptocurrency Trader Predicts Bitcoin (BTC) to Hit $116,000 This Week, Expected to Surpass $130…",https://www.globenewswire.com/news-release/2025/05/22/3086247/0/en/BTC-prediction-BTC-will-break-through-110-000-this-week-and-is-expected-to-break-through-130-000-by-the-end-of-the-month-A-large-number-of-BTC-enthusiasts-flock-to-KSDMiner-to-easi.html,https://ml.globenewswire.com/Resource/Download/4af2a1da-10a5-473b-9914-403a874f6bdb,2025-05-22T01:00:00Z,"San Francisco, California, May 21, 2025 (GLOBE NEWSWIRE) -- The $103,000 to $105,000 area is currently the focus of attention as it is considered the trigger point for the next big move. According to… [+6498 chars]"
"{'id': None, 'name': 'ZyCrypto'}",Brian Njuguna,The $3 Cardano Prophecy: Why Whales Are Accumulating Millions While ADA Battles to Reclaim All-Time High,"Cardano is in a tight corner after dropping below the psychological price of $0.75, as lower highs and lower lows increase bearish pressure.",https://zycrypto.com/the-3-cardano-prophecy-why-whales-are-accumulating-millions-while-ada-battles-to-reclaim-all-time-high/,https://zycrypto.com/wp-content/uploads/2025/05/The-3-Cardano-Prophecy-Why-Whales-Are-Accumulating-Millions-While-ADA-Battles-to-Reclaim-All-Time-High.jpg,2025-05-21T20:36:54Z,"Cardano (ADA) is in a tight corner after dropping below the psychological price of $0.75, as lower highs and lower lows increase bearish pressure.
In technical analysis, lower highs and lower lows d… [+1258 chars]"
"{'id': None, 'name': 'Uol.com.br'}",,,"O preço do Bitcoin disparou acima de US$ 109 mil, estabelecendo um novo recorde histórico após quatro meses",https://portaldobitcoin.uol.com.br/bitcoin-dispara-e-atinge-novo-recorde-historico-de-us-109-mil/,https://portaldobitcoin.uol.com.br/wp-content/uploads/sites/6/2023/12/touro-com-moedas-de-bitcoin.jpg,2025-05-21T19:53:10Z,"O Bitcoin atingiu um novo preço recorde acima de US$ 109 mil nesta quarta-feira (21), impulsionado por ventos favoráveis que elevaram as criptomoedas e outros ativos de risco ao longo dos últimos doi… [+3205 chars]"
"{'id': None, 'name': 'Cointelegraph'}",Rakesh Upadhyay,"Predicciones de precios del 21 de mayo: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, SUI, LINK, AVAX","El precio de Bitcoin alcanzó un nuevo máximo histórico y, si se mantiene, algunas altcoins parecen dispuestas a seguirle.
 Puntos clave:
Bitcoin alcanzó un nuevo máximo histórico, pero los alcistas deberán mantener los niveles más altos para que el impulso s…",https://es.cointelegraph.com/news/price-predictions-5-21-btc-eth-xrp-bnb-sol-doge-ada-sui-link-avax,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-05/0196f40b-e376-71b2-8a61-4a6f68a5aece",2025-05-21T19:20:00Z,"Puntos clave:
<ul><li>Bitcoin alcanzó un nuevo máximo histórico, pero los alcistas deberán mantener los niveles más altos para que el impulso se acelere.
</li><li>Varias altcoins han rebotado desde… [+9832 chars]"
"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by Rakesh Upadhyay,"Price predictions 5/21: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, SUI, LINK, AVAX","Key points:<ul><li>Bitcoin made a new all-time high, but the bulls will have to sustain the higher levels for the momentum to pick up.
</li><li>Several altcoins have bounced off their respective support levels, signaling a positive sentiment.
</li><li>Analy…",https://cointelegraph.com/news/price-predictions-5-21-btc-eth-xrp-bnb-sol-doge-ada-sui-link-avax,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-05/0196f40b-e376-71b2-8a61-4a6f68a5aece",2025-05-21T18:57:47Z,"Key points:
<ul><li>Bitcoin made a new all-time high, but the bulls will have to sustain the higher levels for the momentum to pick up.
</li><li>Several altcoins have bounced off their respective s… [+8129 chars]"
"{'id': None, 'name': 'Skai.gr'}",Newsroom,Σε νέα ιστορικά υψηλά το Bitcoin - Άγγιξε τα 109.500 δολάρια,Αφορμή η προωθούμενη νομοθεσία στις ΗΠΑ για τα stablecoins που εγείρει ελπίδες για τη θέσπιση ενός πιο σαφούς ρυθμιστικού πλαισίου για τα κρυπτονομίσματα,https://www.skai.gr/news/finance/se-nea-istorika-ypsila-to-bitcoin-aggikse-ta-109500-dolaria,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/2025-05/bitcoin-shutterstock.jpg?itok=e1f78vrA,2025-05-21T16:51:58Z,"Bitcoin, stablecoins .
 109.500 , 109.241 , .
 , Bitcoin 109,120 , . , Ether 4,4%, XRP 3,2% Cardano 5,7%, CoinMarketCap.
 , .
 Michael Novogratz, Galaxy Digital Bloomberg TV , « Gary Gensler SEC … [+49 chars]"
"{'id': None, 'name': 'Decrypt'}",James Rubin,"Bitcoin Blasts to New All-Time High Price Above $109,000","The price of Bitcoin surged above $109,000 on Wednesday, setting a new all-time high price four months after the last milestone.",https://decrypt.co/321141/bitcoin-blasts-record-high-above-109k,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2025/05/Bitcoin-decrypt-style-14-gID_7.png,2025-05-21T15:08:27Z,"In brief
<ul><li>Bitcoin's reached a previous high of $108,786 in late January, per CoinGecko.</li><li>BTC's price dipped below $75,000 in early April as U.S. President Donald Trump ratcheted up his… [+3034 chars]"
"{'id': None, 'name': 'Bitcoinist'}",Jake Simmons,"Cardano Founder: Crypto’s Crisis Is Cultural, Not Just Technical","Broadcasting live from Buenos Aires, Cardano founder Charles Hoskinson devoted nearly half an hour to a sweeping—and frequently caustic—diagnosis of what he believes ails the crypto asset industry. Speaking from Input Output Global’s new 100-seat office overl…",https://bitcoinist.com/cardano-founder-crypto-crisis-cultural/,https://bitcoinist.com/wp-content/uploads/2025/04/Screenshot-2025-04-14-065113.png,2025-05-21T15:00:19Z,"Broadcasting live from Buenos Aires, Cardano founder Charles Hoskinson devoted nearly half an hour to a sweepingand frequently causticdiagnosis of what he believes ails the crypto asset industry. Spe… [+2901 chars]"
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,Why Donald Trump Including Cardano In The Crypto Reserve Suprised Even The Founder: 'Nice To See Progress',"Cardano founder Charles Hoskinson said he was blindsided by former U.S. President Donald Trump's decision to include (CRYPTO: ADA) in his personal crypto holdings, calling the endorsement a ""pleasant surprise"" that signals Washington's changing stance on digi…",https://biztoc.com/x/6ebce62b0dd1d987,https://biztoc.com/cdn/6ebce62b0dd1d987_s.webp,2025-05-21T14:01:21Z,"Cardano founder Charles Hoskinson said he was blindsided by former U.S. President Donald Trump's decision to include (CRYPTO: ADA) in his personal crypto holdings, calling the endorsement a ""pleasant… [+143 chars]"
"{'id': None, 'name': 'newsBTC'}",Scott Matherson,Did Cardano Founder Steal $619 Million? Hopkinson Makes Shocking Revelation,"Cardano, and specifically its founder Charles Hoskinson, has come under fire recently after allegations of fraud surfaced online. The rumors quickly spread as the integrity of the blockchain and its founder were called into question. As a result, Hopkinson ha…",http://www.newsbtc.com/news/cardano/cardano-founder-619-million/,https://www.newsbtc.com/wp-content/uploads/2025/04/cardano-ada-1.jpg?fit=1200%2C675,2025-05-21T11:30:51Z,"Strict editorial policy that focuses on accuracy, relevance, and impartiality
Created by industry experts and meticulously reviewed
The highest standards in reporting and publishing
Strict editori… [+3202 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Jackbit,Best No Limit Casinos: JACKBIT Rated As Top No Limit Online Casino Site With Huge Winning Limits & Payout,"Experts Tested No Limit Online Casinos Of 2025 And Chose JACKBIT As The Best For Its High Betting Limits, Instant Withdrawals, And Massive Game Selection Experts Tested No Limit Online Casinos Of 2025 And Chose JACKBIT As The Best For Its High Betting Limits,…",https://www.globenewswire.com/news-release/2025/05/21/3085615/0/en/Best-No-Limit-Casinos-JACKBIT-Rated-As-Top-No-Limit-Online-Casino-Site-With-Huge-Winning-Limits-Payout.html,https://ml.globenewswire.com/Resource/Download/41b3030b-0a5e-4b5f-9142-a6fd974ff516,2025-05-21T11:10:00Z,"LONDON, May 21, 2025 (GLOBE NEWSWIRE) -- The online casino industry is booming, with players worldwide seeking platforms that offer unrestricted gaming experiences. No limit online casinos are partic… [+17525 chars]"
